filename	result	size	alternatives
21026650.Z06.txt	הוסכם כי אם ערכם ירד עד מתן פסק הדין בערעור והערעור יידחה, הפרש השער ייזקף על חשבון חובו של המשיב לרשות המיסים	1	['הוסכם כי אם ערכם ירד עד מתן פסק הדין בערעור והערעור יידחה, הפרש השער ייזקף על חשבון חובו של המשיב לרשות המיסים']
23028400.J09.txt	במישור העונשי, המשיבה הודיעה כי תעתור לעונש ראוי של 36 חודשי מאסר בפועל לצד ענישה נלווית, והוסכם כי ההגנה רשאית לטעון באופן חופשי	1	['במישור העונשי, המשיבה הודיעה כי תעתור לעונש ראוי של 36 חודשי מאסר בפועל לצד ענישה נלווית, והוסכם כי ההגנה רשאית לטעון באופן חופשי']
22048250.A01.txt	אשר על כן, העתירה נדחית על הסף	4	['אשר על כן, העתירה נדחית על הסף', 'לפיכך היא ציינה בפניו כי הוחלט להציג את הסדר הטיעון לבית המשפט המחוזי בדיון הקבוע ליום 18.7.2022', 'בהמשכו של אותו יום הודיעה הפרקליטה לבא-כוחו של העותר כי טענותיו בעניין הסדר הטיעון נשקלו אל מול מכלול הראיות בתיק, ובסופו של דבר הוחלט לקדם את הסדר הטיעון', 'לאחר שעיינתי בעתירה ובנספחיה, באתי לכלל מסקנה כי דין העתירה להידחות על הסף בהיעדר עילה להתערבותנו']
21078000.A07.txt	"המערער יתייצב לריצוי עונשו בימ""ר הדרים ביום 30.6.2022 עד לשעה 10:00 כשברשותו תעודת זהות או דרכון"	1	"['המערער יתייצב לריצוי עונשו בימ""ר הדרים ביום 30.6.2022 עד לשעה 10:00 כשברשותו תעודת זהות או דרכון']"
21069180.F09.txt	לאחר עיון בגזר הדין שניתן על ידי בית המשפט המחוזי ובחינת טענות הצדדים, באתי לכלל מסקנה כי דין הערעור להתקבל באופן חלקי	1	['לאחר עיון בגזר הדין שניתן על ידי בית המשפט המחוזי ובחינת טענות הצדדים, באתי לכלל מסקנה כי דין הערעור להתקבל באופן חלקי']
23008170.O03.txt	הצדדים לא היו חלוקים לגבי קיום הפרסומים, ועל כן, כבר בקדם המשפט הוסכם כי אין צורך בשמיעת עדים, וכי סיכומי הצדדים יתמקדו בהיבטים המשפטיים, וניתן יהיה לצרף אליהם פרסומים שונים מכלי התקשורת, לתמיכה בטענות	3	['הצדדים לא היו חלוקים לגבי קיום הפרסומים, ועל כן, כבר בקדם המשפט הוסכם כי אין צורך בשמיעת עדים, וכי סיכומי הצדדים יתמקדו בהיבטים המשפטיים, וניתן יהיה לצרף אליהם פרסומים שונים מכלי התקשורת, לתמיכה בטענות', 'סוף דבר: הפרסום שעל הפרק – אינו עדין, לשון המעטה; יש להצר על הצגתם של ביטויים סרי טעם ומוקצנים מעין אלה בשיח הציבורי; רחוק אני גם מלזלזל בתחושות הכעס והעלבון שככל הנראה התעוררו אצל זוהר, לשמע תגובתה של העמותה', 'לאחר ששקלתי את טענות הצדדים, מזה ומזה, באתי לכלל מסקנה כי דין הערעור – להתקבל, וכך אציע לחברַי כי נעשה']
22041220.C05.txt	ברי, כי עם קבלת הערר ניתן לעותרת, הלכה למעשה, הסעד העיקרי בעתירה – דהיינו מחיקת הרישום המשטרתי על שמה, ועל כן דין העתירה להימחק משהיא הגיעה לכלל סיום התדיינות (ראו: דפנה ברק-ארז משפט מינהלי כרך ד - משפט מינהלי דיוני 461-460 (2017) (להלן: ברק-ארז)), וזאת אף מבלי להידרש לשאלות שהעלתה העותרת, כמפורט בפסקה 12 לעיל	2	['ברי, כי עם קבלת הערר ניתן לעותרת, הלכה למעשה, הסעד העיקרי בעתירה – דהיינו מחיקת הרישום המשטרתי על שמה, ועל כן דין העתירה להימחק משהיא הגיעה לכלל סיום התדיינות (ראו: דפנה ברק-ארז משפט מינהלי כרך ד - משפט מינהלי דיוני 461-460 (2017) (להלן: ברק-ארז)), וזאת אף מבלי להידרש לשאלות שהעלתה העותרת, כמפורט בפסקה 12 לעיל', 'לאחר עיון, הגענו לכלל מסקנה כי דין העתירה להימחק משהיא התייתרה, תוך חיוב המשיבים בהוצאות']
23069680.Y07.txt	סוף דבר: העתירה מתקבלת	1	['סוף דבר: העתירה מתקבלת']
22071900.A03.txt	העתירה נדחית אפוא, ועמה גם הבקשה למתן צו ביניים	2	['העתירה נדחית אפוא, ועמה גם הבקשה למתן צו ביניים', 'דין העתירה להידחות על הסף']
22047620.M22.txt	"המערער בע""פ 4915/22, יצחק דרי, יתייצב לריצוי עונשו בכלא אוהלי קידר ביום 8.10.2023 עד לשעה 10:00, כשברשותו תעודת זהות"	2	"['המערער בע""פ 4915/22, יצחק דרי, יתייצב לריצוי עונשו בכלא אוהלי קידר ביום 8.10.2023 עד לשעה 10:00, כשברשותו תעודת זהות', 'בהסכמת הצדדים, המערער בע""פ 4762/22, עמרם כנפו, יתייצב לריצוי עונשו בכלא אוהלי קידר ביום 18.12.2023 עד לשעה 10:00, כשברשותו תעודת זהות']"
21030510.E15.txt	עוד נקבע כי אין במסקנה זו כדי לשלול את קיומה של ביקורת שיפוטית על החלטת רשויות התביעה שלא להעמיד לדין חשוד מסוים, אף אם הוחלט להעמיד לדין חשוד אחר באותה פרשה	4	"['עוד נקבע כי אין במסקנה זו כדי לשלול את קיומה של ביקורת שיפוטית על החלטת רשויות התביעה שלא להעמיד לדין חשוד מסוים, אף אם הוחלט להעמיד לדין חשוד אחר באותה פרשה', 'סוף דבר, שהעתירה נדחית', 'לגופם של דברים, נטען כי אין עילה להתערבות בהחלטת המשיב שלא להעביר את הערר למחלקת העררים בפרקליטות המדינה, שכן מקום שבו הוחלט על הגשת כתב אישום כנגד חלק מהחשודים בפרשה, לא קמה זכות ערר מכוח סעיף 64(א) לחסד""פ; כי זכות הערר הקבועה בסעיף 64(א) לחסד""פ, נועדה לאפשר למתלונן להשיג על החלטת רשויות האכיפה שלא להעמיד לדין כאשר מדובר בהחלטה סופית שמשמעותה ""סתימת הגולל על האפשרות שיתקיים הליך פלילי"", ולא במקרים שבהם הוגש כתב אישום ""רק"" כנגד חלק מהחשודים; וכי חרף חשיבותה של זכות הערר, היא מוגבלת וניצבים מולה שיקולים אחרים כדוגמת יעילות ההליך הפלילי, שמירה על זכויות נאשמים, הסרת החשש לפגיעה ראייתית אפשרית, והימנעות מהימשכות הליכים ככל שניתן', 'לאחר עיון בעתירה ובתגובות לה, ובהודעות העדכון מטעם הצדדים, הגעתי לכלל מסקנה כי דין העתירה להידחות']"
23037230.E02.txt	אשר על כן, העתירה נדחית	2	['אשר על כן, העתירה נדחית', 'עמדת המשיבים 3-2 (להלן: המשיבים) היא כי דין העתירה להידחות בהעדר עילה להתערבות שיפוטית בצו השני, אשר הוצא מטעמי בטחון החלטיים ולאחר שנמצא כי אין דרך אחרת למנוע את הסיכון הגבוה הנשקף מן העותר לביטחון האזור ולשלום הציבור']
22059530.C05.txt	none	0	[]
23084740.N03.txt	העתירה נדחית אפוא	2	['העתירה נדחית אפוא', 'דין העתירה להידחות על הסף']
22056330.O02.txt	משמצאתי כי לא זו בלבד שנדרש היה לקבוע לגבי רמי מתחם ענישה מחמיר יותר מזה שנקבע בפועל, אלא שאף בתוככי מתחם זה, יש למקם את מעשיו מעל למיקום שנקבע על-ידי בית המשפט המחוזי, התוצאה היא כי גם הרשעה באישומים הראשון והרביעי בלבד – אינה הולמת עונש המסתכם אך ב-5 שנות מאסר בפועל	2	"['משמצאתי כי לא זו בלבד שנדרש היה לקבוע לגבי רמי מתחם ענישה מחמיר יותר מזה שנקבע בפועל, אלא שאף בתוככי מתחם זה, יש למקם את מעשיו מעל למיקום שנקבע על-ידי בית המשפט המחוזי, התוצאה היא כי גם הרשעה באישומים הראשון והרביעי בלבד – אינה הולמת עונש המסתכם אך ב-5 שנות מאסר בפועל', 'סוף דבר: נוכח כלל האמור, ולאחר ששיוויתי לפנַי גם את הכלל שלפיו ערכאת הערעור אינה מגיעה למיצוי הדין במקרה של החמרת הענישה (ע""פ 4623/07 מדינת ישראל נ\' אזרי, פסקה 17 (31.10.2007)), סבורני כי יש להוסיף שנתיים מאסר בפועל לעונשו של נואף, ושנת מאסר בפועל לעונשו של רמי']"
23017880.E03.txt	none	0	[]
23029760.E03.txt	אשר על כן, העתירה נדחית	2	['אשר על כן, העתירה נדחית', 'עמדת המשיבים 1 ו-3 (להלן: המשיבים), היא כי דין העתירה להידחות בהיעדר עילה להתערבות שיפוטית בצו השני, הואיל וזה הוצא מטעמי בטחון החלטיים ולאחר שנמצא כי אין דרך אחרת למנוע את הסיכון הגבוה הנשקף מהעותר לביטחון האזור ולשלום הציבור']
22030340.F05.txt	"המערער 1 יתייצב לריצוי עונשו ביום 23.4.2023, שעה 10:00, בבית מעצר ימ""ר ניצן, או במקום אחר על-פי החלטת שירות בתי הסוהר, כשברשותו תעודת זהות או דרכון ועותק מפסק דין זה"	2	"['המערער 1 יתייצב לריצוי עונשו ביום 23.4.2023, שעה 10:00, בבית מעצר ימ""ר ניצן, או במקום אחר על-פי החלטת שירות בתי הסוהר, כשברשותו תעודת זהות או דרכון ועותק מפסק דין זה', 'לאחר עיון בגזרי הדין מושא הערעור, ולאחר בחינת טענות הצדדים, באתי לכלל מסקנה כי דין הערעורים להידחות']"
22066150.V07.txt	התוצאה שאליה הגעתי בהליך דנן, לפיה דין הערעור להתקבל חרף הפגמים בהתנהלות המערער, נובעת במידה רבה מכך שהסוגיות התקדימיות שהתעוררו לפנינו לא נצפו בעת שנחקק תיקון 12 לחוק היסוד, והוראות הדין הרלוונטיות נוסחו על ידי המחוקק באופן שאינו נותן מענה למורכבויות השונות שנלוות לפרישתו של חבר כנסת מסיעתו	6	"['התוצאה שאליה הגעתי בהליך דנן, לפיה דין הערעור להתקבל חרף הפגמים בהתנהלות המערער, נובעת במידה רבה מכך שהסוגיות התקדימיות שהתעוררו לפנינו לא נצפו בעת שנחקק תיקון 12 לחוק היסוד, והוראות הדין הרלוונטיות נוסחו על ידי המחוקק באופן שאינו נותן מענה למורכבויות השונות שנלוות לפרישתו של חבר כנסת מסיעתו', 'לפיכך, ובהתחשב בתהיות ובקשיים הרבים שפורטו בהחלטת יו""ר ועדת הבחירות ביחס לדרך התנהלותו של שיקלי, מלכתחילה סברתי כי דין הערעור להידחות', ""המשנה לנשיאה השופט ד' מינץ: מסכים אני עם חברתי הנשיאה א' חיות שדין הערעור להתקבל"", 'מכאן שלוּ דעתי הייתה נשמעת, דין הערעור היה להידחות', 'אין באפשרותי להצטרף לדעת חברותיי וחבריי (להלן: שופטי הרוב), באשר לדעתי דין הערעור להידחות', 'מטעם המשיבים הוצגו בפנינו עמדות שונות כמפורט לעיל: יו""ר ועדת הבחירות דבק בהחלטתו וטוען כי דין הערעור להידחות; סיעת מרצ סבורה אף היא כי יש לדחות את הערעור; ואילו היועצת המשפטית של הכנסת סבורה כי אף שהמערער אכן השתהה בהגשת ערעורו, נוכח חוסר הבהירות הדיונית באשר לאופן הגשת הערעור וסדרי הדין החלים עליו, יש להכריע את הכף לטובת זכותו של המערער להיבחר, וזאת בשים לב לכלל לפיו יש לפרש באופן מצמצם את הפגיעה בזכות זו']"
22001500.E14.txt	לאחר עיון בכתב הערעור ובעיקרי הטיעון מטעם המשיבה, ולאחר שמיעת טענות הצדדים בעל פה, הגעתי לכלל מסקנה כי דין הערעור להידחות על שני חלקיו, כפי שיבואר להלן	1	['לאחר עיון בכתב הערעור ובעיקרי הטיעון מטעם המשיבה, ולאחר שמיעת טענות הצדדים בעל פה, הגעתי לכלל מסקנה כי דין הערעור להידחות על שני חלקיו, כפי שיבואר להלן']
21020920.F10.txt	none	0	[]
23034450.P01.txt	דין העתירה להידחות על הסף בשל היותה עתירה מוקדמת ומשלא מוצו ההליכים על-ידי העותר, כמו גם לנוכח קיומו של סעד חלופי	2	['דין העתירה להידחות על הסף בשל היותה עתירה מוקדמת ומשלא מוצו ההליכים על-ידי העותר, כמו גם לנוכח קיומו של סעד חלופי', 'סוף דבר: העתירה נדחית']
23000510.J01.txt	none	0	[]
23072010.E11.txt	אנו מקבלים את הערעור ומורים על שחרורו של המערער מייצוגו של זגורי	2	"['אנו מקבלים את הערעור ומורים על שחרורו של המערער מייצוגו של זגורי', 'עוד נאמר בהחלטה כי הוחלט שלא למנות את הסניגוריה הציבורית במקביל לעו""ד פלדמן, אך הסניגוריה מתבקשת להיות בתמונה ככל שיהיה צורך בכך, וכי המערער לא משוחרר בשלב זה מהייצוג ותפקידו לסייע לעו""ד פלדמן, אך לאחר הפגרה יישקל עניינו שוב']"
23030570.E02.txt	אשר על כן, העתירה נדחית	1	['אשר על כן, העתירה נדחית']
21047150.P14.txt	המדינה טענה כי דין הערעור להידחות על הסף משום שאין כל הצדקה לכך שטענות המערערת יישמעו בעת ובעונה אחת בשתי ערכאות שיפוטיות	1	['המדינה טענה כי דין הערעור להידחות על הסף משום שאין כל הצדקה לכך שטענות המערערת יישמעו בעת ובעונה אחת בשתי ערכאות שיפוטיות']
21075840.R06.txt	בשים לב להודעתם של המשיבים בדבר נכונותם לבחון את הערר פעם נוספת ולקבל החלטה מחודשת בעניין – דין העתירה להימחק, שכן היא מיצתה את עצמה, ואין מקום להותירהּ תלויה ועומדת	1	['בשים לב להודעתם של המשיבים בדבר נכונותם לבחון את הערר פעם נוספת ולקבל החלטה מחודשת בעניין – דין העתירה להימחק, שכן היא מיצתה את עצמה, ואין מקום להותירהּ תלויה ועומדת']
23039670.E02.txt	אשר על כן, העתירה נדחית	3	['אשר על כן, העתירה נדחית', 'בנוסף, נטען כי דין העתירה להידחות גם לגופה, בהעדר עילה להתערבות שיפוטית, אשר הוצא מטעמי בטחון החלטיים ולאחר שנמצא כי אין דרך אחרת למנוע את הסיכון הגבוה הנשקף מן העותר לביטחון האזור ולשלום הציבור', 'עמדת המשיבים היא כי דין העתירה להידחות על הסף, בשל שיהוי שנפל בהגשתה, שכן העותר הגיש את עתירתו למעלה מחודש ימים לאחר שערעורו נדחה, ומבלי שסיפק הסבר לכך']
22056840.P03.txt	סוף דבר: לו תישמע דעתי, יידחה הערעור על שני חלקיו	1	['סוף דבר: לו תישמע דעתי, יידחה הערעור על שני חלקיו']
20087940.F12.txt	המשנה לנשיאה הוחלט, ברוב דעות, לדחות את הערעור כאמור בפסק דינם של השופטת ד' ברק-ארז והמשנה לנשיאה ע' פוגלמן, כנגד דעתו החולקת של השופט א' שטיין	3	"[""המשנה לנשיאה הוחלט, ברוב דעות, לדחות את הערעור כאמור בפסק דינם של השופטת ד' ברק-ארז והמשנה לנשיאה ע' פוגלמן, כנגד דעתו החולקת של השופט א' שטיין"", 'המערער יתייצב לריצוי עונשו ביום 26.6.2022, שעה 10:00, בבית מעצר יס""ר דקל, או במקום אחר על-פי החלטת שירות בתי הסוהר, כשברשותו תעודת זהות או דרכון ועותק מפסק דין זה', 'סוף דבר: אני מצרף דעתי לדעת חברתי שדין הערעור – הן על הכרעת הדין, הן על גזר הדין – להידחות']"
22036360.G06.txt	"הסדר הטיעון כלל בין היתר הסכמות מצד הצדדים בכל הנוגע לחילוט הרכוש התפוס, כך שהוסכם כי סכום של כ-9.8 מיליון ש""ח יועבר לאוצר המדינה ויחולט"	5	"['הסדר הטיעון כלל בין היתר הסכמות מצד הצדדים בכל הנוגע לחילוט הרכוש התפוס, כך שהוסכם כי סכום של כ-9.8 מיליון ש""ח יועבר לאוצר המדינה ויחולט', 'עוד הוסכם כי סך של 1.5 מיליון ש""ח שנתפסו בחשבון הבנק של בוזגלו יועבר בנאמנות לבא-כוח המשיבים, עו""ד יניב שגב, הוא המשיב 5 לעתירה זו (להלן: עו""ד שגב)', 'הוסכם כי עו""ד שגב יחזיק בכספים בנאמנות עד למתן גזר דין בהליך הפלילי העיקרי, שאז תפקע הנאמנות והכספים ישוחררו לבוזגלו', 'סופו של דבר, העתירה נדחית על הסף', 'לאחר עיון בעתירה, בתגובת המשיבות ובתשובת השותפות, על נספחיהן, הגעתי לכלל מסקנה כי דין העתירה להידחות על הסף']"
22089740.J08.txt	אשר על כן, העתירה נדחית	1	['אשר על כן, העתירה נדחית']
23052160.C06.txt	אשר על כן, העתירה נדחית	3	['אשר על כן, העתירה נדחית', 'מנגד, המדינה טענה כי דין העתירה להידחות בהיעדר עילה להתערבות בהחלטתה להתקשר עם הנאשמים בהסדר הטיעון', 'לאחר עיון בעתירה ובתגובות המקדמיות לה על נספחיהן, ולאחר ששמענו את טענות הצדדים בדיון שהתקיים לפנינו, באנו לכלל מסקנה כי דין העתירה להידחות']
20092880.J10.txt	לאחר שעיינתי בטענות הצדדים ובחומר הראיות שהוגש לבית משפט המחוזי, ולאחר ששמעתי את טיעוני הצדדים בדיון שהתקיים בפנינו – הגעתי לכלל מסקנה, כי דין הערעור, על שני חלקיו, להידחות, וכך אציע לחברתי ולחברי לעשות	1	['לאחר שעיינתי בטענות הצדדים ובחומר הראיות שהוגש לבית משפט המחוזי, ולאחר ששמעתי את טיעוני הצדדים בדיון שהתקיים בפנינו – הגעתי לכלל מסקנה, כי דין הערעור, על שני חלקיו, להידחות, וכך אציע לחברתי ולחברי לעשות']
23080620.R04.txt	העתירה נדחית אפוא	2	['העתירה נדחית אפוא', 'דין העתירה להידחות על-הסף']
23016560.N06.txt	"דין הערעור להידחות לפי תקנה 138(א)(1) לתקנות סדר הדין האזרחי, התשע""ט-2018"	2	"['דין הערעור להידחות לפי תקנה 138(א)(1) לתקנות סדר הדין האזרחי, התשע""ט-2018', 'לבסוף צוין כי כשיתייצב מצבו של המערער ויהיה באפשרותו ליטול חלק פעיל בקידומו של ההליך, הוא יוכל לפתוח בהליך חדש']"
21066550.R08.txt	את התיק שהיה על גב המנוחה הוחלט לקבור בחול באמצעות דחפור משוריין, בשל החשש כי הוא ממולכד	2	['את התיק שהיה על גב המנוחה הוחלט לקבור בחול באמצעות דחפור משוריין, בשל החשש כי הוא ממולכד', 'כפי שיפורט להלן, אני סבורה כי דין הערעור להידחות, בהעדר עילה להתערבות במסקנה של בית המשפט המחוזי, שלפיה המנוחה נהרגה במהלך פעולה מלחמתית']
23018930.Y04.txt	עמדת המבקשת להצטרף הייתה שדין העתירה להידחות, ומשמצאנו שיש לעשות כן ממילא, ומבלי להידרש לטעמים שהוצגו בבקשת ההצטרפות – דינה להידחות	3	"['עמדת המבקשת להצטרף הייתה שדין העתירה להידחות, ומשמצאנו שיש לעשות כן ממילא, ומבלי להידרש לטעמים שהוצגו בבקשת ההצטרפות – דינה להידחות', 'דין העתירה להידחות בשל העדר עילה להתערבותו של בית משפט זה', 'סוף דבר – העתירה נדחית על הסף בהיותה נעדרת עילה; בשים לב לאמור בפסקה 8 לעיל, העותרים ישלמו הוצאות לטובת אוצר המדינה בסכום של 5,000 ש""ח']"
22057780.C03.txt	none	0	[]
22005020.G05.txt	"בתגובה, ביום 28.12.2021 נמסר לעותר מכתב מלשכת היועמ""ש הקודם, במסגרתו צוין כי ארבע התלונות נבחנו על ידי גורמי המקצוע השונים ובסופו של דבר הוחלט שלא לפתוח בחקירה פלילית נגד השר (להלן: החלטת היועמ""ש הקודם)"	5	"['בתגובה, ביום 28.12.2021 נמסר לעותר מכתב מלשכת היועמ""ש הקודם, במסגרתו צוין כי ארבע התלונות נבחנו על ידי גורמי המקצוע השונים ובסופו של דבר הוחלט שלא לפתוח בחקירה פלילית נגד השר (להלן: החלטת היועמ""ש הקודם)', 'העותר יישא בהוצאות היועמ""ש בסך 4,000 ש""ח', 'היועמ""ש סבורה כי דין העתירה להידחות על הסף בהיעדר עילה להתערבות', 'סופו של דבר, העתירה נדחית על הסף', 'לאחר עיון בעתירה ובתגובת היועמ""ש ובתשובת העותר, על נספחיהן, הגענו לכלל מסקנה כי דין העתירה להידחות על הסף']"
21077860.C06.txt	none	0	[]
22043000.R02.txt	none	0	[]
22050670.C14.txt	"המערער יתייצב לשאת בעונש המאסר בפועל שהוטל עליו ביום 31.10.2023 עד השעה 10:00 ביס""ר דקל או במקום אחר על פי החלטת שירות בתי הסוהר, כשברשותו תעודת זהות או דרכון"	1	"['המערער יתייצב לשאת בעונש המאסר בפועל שהוטל עליו ביום 31.10.2023 עד השעה 10:00 ביס""ר דקל או במקום אחר על פי החלטת שירות בתי הסוהר, כשברשותו תעודת זהות או דרכון']"
21071720.N09.txt	"המערער יתייצב לשאת בעונש המאסר בפועל שהוטל עליו ביום 21.2.2023 עד השעה 10:00 בבימ""ר ניצן או במקום אחר על פי החלטת שירות בתי הסוהר, כשברשותו תעודת זהות או דרכון"	2	"['המערער יתייצב לשאת בעונש המאסר בפועל שהוטל עליו ביום 21.2.2023 עד השעה 10:00 בבימ""ר ניצן או במקום אחר על פי החלטת שירות בתי הסוהר, כשברשותו תעודת זהות או דרכון', 'לאחר עיון בטענות הצדדים ושמיעתם בדיון שלפנינו, הגעתי לכלל מסקנה כי דין הערעור להידחות על שני ראשיו וכך אציע לחברותיי שנעשה']"
