filename,label
96075550_G04.txt.txt,"???? ????? ?????? ????? ???? ???? ???? ???? ??""? 7555/96 ????: ???? ????? ?' ???? ???? ?????? ?' ???????-??? ???? ?????? ?' ????? ???????: 1."
96075550_G04.txt.txt,"????? ????, ??""? 2."
98006980_B05.txt,"? ??? ????? ?????? ??""? 698/98 ????: ???? ????? ????? ?' ???? ???? ????? ?' ??? ???? ????? ?' ????? ???????? : 1."
98006980_B05.txt,??? ??? 2.
98032820_A16.txt.txt,"? ??? ????? ?????? ????? ???? ???? ???? ???? ??""? 3282/98 ????: ???? ????? ?' ??? ???? ?????? ?' ????? ???? ????? ?' ?' ????? ??????? : 1."
98032820_A16.txt.txt,??????? ???'???? 2.
98043320_J03.txt.txt,"? ??? ????? ?????? ????? ???? ???? ???? ???? ??""? 4332/98 ????: ???? ????? ????? ?' ???? ???? ?????? ?' ???????-??? ???? ????? ?' ????? ??????: ??? ???? ???? ? ? ? ??????: ????? ??????? ?????? ?????? ????? ???? ?? ?? ???? ???-??? ???? ???? ?????? ??????? ???? ?????? ?????? ????? ?????? ??? ?????, ????? ?? ????? ?? ????? ???? ?? ????? ????? ?????? ???? ?????? ???, ????? ?????, ???? ????? ?????? ??? ????? ??????."
98043320_J03.txt.txt,"??? ????? ?? ??????? ?? ?? ???? ??? ????? ????? ?? ????? ?????? ??? ?? ???? ??? ????? ??????, ?? ?? ?????, ???? ???? ???? ??."
97054040_E02.txt.txt,"? ??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 5404/97 ????: ???? ????? ?' ??? ???? ?????? ?' ???????-??? ???? ????? ?' ????? ?????? ?? : 1."
97054040_E02.txt.txt,??? ??? 2.
96080770_N05.txt.txt,"???? ????? ?????? ???????? ??""? 96 / 8077 ????: ???? ?????? ?' ???????-??? ???? ????? ?' ????? ???? ?????? ?' ????? ?????? : ??????? ???? ??? ????? : ???? ??????? ???? ???? ????? ?? ??? ??? ??? ????? ?????? ???-????-??? ???? 25.9.96 ??""? 187/93 ????? ?? ??? ???? ???????: ?' ????, ?' ?????, ?' ?????? ??? ?????? : ????? ??? ????? : ??""? ??? ? ? ? - ? ? ? ?????? ?' ?????: 1."
96080770_N05.txt.txt,"???? ???? ???? ????? ?? ??? ???? ?? ??? ????? ?????? ???-???? (??' ??????? ????, ?????, ??????), ???? ????, ???? ???, ?????? ?? ????? ?? ?????? ?? ???? ???????? ??? ??? ????? (??????? ??????), [???? ?????], ???""?1959- (????-"" ???? "")."
96063210_E02.txt,"? ??? ????? ?????? ????? ???? ???? ???? ???? ??""? 6321/96 ????: ???? ????? ?' ??? ???? ?????? ?' ????? ???? ????? ?' ????? ????? : ??? ???? ???? ??? ????? ? : ????? ????? ???? ???? ?? ?? ???? ????? ??????: ?' ???? ????""? ( 31.12.97 ) ??? ????? : ????? ??? ????? ?: ??""? ?? ???? ???-??? ?????? ?? ??? ?????, ????? ??????."
96063210_E02.txt,??? ?? ???????.
97029660_E04.txt,"? ??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 2966/97 ????: ???? ????? ?' ??? ???? ?????? ?' ????? ??' ?????? ?' ?????'?? ?????? : ?? ??? ???? ??? ??????? : 1."
97029660_E04.txt,"????? - ???? ?????? ????? ?????? ??????? ??""? (??????) 2."
97022270_B01.txt,"??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 2227/97 ????: ???? ????? ????? ?' ???? ???? ????? ?' ???? ???? ?????? ?' ????? ?????? : ????? ?????? ??? ????? : ????? ????? ????? ?? ??? ??? ??? ????? ?????? ??? ???? ??? ???? 26.2.97 ???""? 352/95 ????? ?? ??? ???? ??????? ??????, ????, ???????? ????? ??????: ? ????? ???""? (10.7.97) ??? ?????? : ??""? ???? ???? ??? ????? : ??""? ???? ???? ???-??? ????? ????? ?? ?????? ???? ?????, ?? ?????? ???????? ?? ???????."
97022270_B01.txt,?????? ????.
95072590_D04.txt,"??? ????? ?????? ????? ???? ???? ???? ???? ??""? 95 / 7259 ????: ???? ????? ?' ??????? ???? ????? ?' ???? ???? ????? ?' ???? ??????? : 1."
95072590_D04.txt,??? ???? 2.
98063800_N03.txt.txt,"???? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 6380/98 ????: ???? ????? ?' ???? ???? ?????? ?' ????? ???? ????? ?' ????? ??????: ????? ?? ????? ??????? ? ? ? ??????: ????? ????? ????? ?? ??? ??? ??? ????? ?????? ???????? ???? 8.7.98 ??""? 22/96 ????? ?? ??? ???? ????? ?' ???? ??? ??????: ??""? ?' ???""? ??? ??????: ??""? ?' ??? ??? ???? ?????: ??' ???? ??? ? ? ? - ? ? ? ?????? ?' ?????: 1."
98063800_N03.txt.txt,"?????? ????? ???? ????? ?????? ???????? ?????? ????? ??? ???? 298 ???? ???????, ????""?1977-, ?????? ?????? ??? ???? 62 ?????? ??????? [???? ???], ???? ???? ???? ?????? ?????? ????? ??????? ?????, ????? ??? ???? 144(?) ?????? ???????, ????""?1961-."
98059690_G05.txt.txt,"? ??? ????? ?????? ????? ???? ???? ???? ???? ??""? 5969/98 ????: ???? ????? ?' ???? ???? ????? ?' ???? ???? ????? ?' ???? ????? : ??""? ???? ??????? ??? ??????? : 1."
98059690_G05.txt.txt,"?? ???????, ?? ???? ????? 2."
96092590_B01.txt.txt,"??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 96 / 9259 ????: ???? ????? ????? ?' ???? ???? ?????? ?' ???????-??? ???? ?????? ?' ????? ?????? : ??? ????? ??? ."
96092590_B01.txt.txt,??? ????? : ????? ????? .
97010030_E04.txt,"? ??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 1003/97 ?????? ????? ????: ???? ????? ?' ??? ???? ?????? ?' ????? ???? ????? ?' ?????? ?????? ? : ???'? ??""? ??? ????? ? : ??? ???? ??""? ????? ?????? ????? ?? ??? ???? ?? ??? ????? ?????? ??? ???? ??? ???? 31.12.96 ??""? 846/86 ????? ?? ??? ???? ????? ?' ???? ????? ??????: ?' ????? ???""? ( 09.04.00 ) ??? ???????: ??""? ?' ????? ??? ??????: ??""? ?' ??? ???-??? ?????? ?? ???? ????, ????? ????? ????? ?? ??? ??? ????? ?????? ???? ???? ???? ?? 350,000 ?""? ????? ?????? ???? ????? ??????? ???????, ???? ?????, ?????? ???? ???? ???? ???."
97010030_E04.txt,??? ?? ??????? ?????? ??.
98067390_F03.txt.txt,"? ??? ????? ?????? ????? ???? ???? ???? ???? ??""? 6739/98 ????: ???? ????? ?' ??? ???? ????? ?' ???? ???? ?????? ?' ???????-??? ??????? : 1."
98067390_F03.txt.txt,????? ?????? ???????? 2.
97006430_E07.txt.txt,"? ??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 643/97 ?????? ????? ????: ???? ????? ?' ??? ???? ????? ????? ?' ???? ???? ????? ?' ??? ???????? : 1."
97006430_E07.txt.txt,???? ???? 2.
97023520_J05.txt.txt,"? ??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 2352/97 ????: ???? ?????? ?' ???????-??? ???? ????? ?' ????? ???? ????? ?' ????? ???????? (??????? ?????): 1."
97023520_J05.txt.txt,????? ????? 2.
98032700_E04.txt.txt,"? ??? ????? ?????? ????? ???? ???? ???? ???? ??""? 3270/98 ????: ???? ????? ?' ??? ???? ?????? ?' ???????-??? ???? ????? ?' ????? ??????? : 1."
98032700_E04.txt.txt,????? ??? ????? 2.
95069830_B02.txt,"? ??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 6983/95 ????: ???? ????? ????? ?' ???? ???? ????? ?' ??? ???? ????? ?' ?????? ??????? : 1."
95069830_B02.txt,???? ?????? 2.
96090990_M07.txt.txt,"??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 9099/96 ????: ???? ????? ????? ?' ???? ???? ????? ?' ????? ???? ????? ?' ????? ?????? ? : ?????? ??????? ??""? ??? ??????? : 1."
96090990_M07.txt.txt,????? ????????? 2.
95052820_D01.txt.txt,"? ??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 5282/95 ????: ???? ????? ?' ??????? ???? ????? ?' ???? ???? ????? ?' ?????? ?????? ?? ??""? 5282/95: ????? ?????? ?????? ???? ???? ???? ????? ????? ??? ??""? 5627/95: ????? ????? ??? ??????? : 1."
95052820_D01.txt.txt,??'?? ????? 2.
95007630_A03.txt.txt,"? ??? ????? ?????? ??""? 95 / 763 ????: ???? ????? ?' ??? ???? ????? ?' ???? ???? ?????? ?' ???????-??? ???????: 1."
95007630_A03.txt.txt,???? ??? 2.
97076190_Q05.txt.txt,"??? ????? ?????? ??""? 7619/97 ????: ???? ????? ?' ?????? ?????? : ????? ????? ??? ??????? : 1."
97076190_Q05.txt.txt,???? ?????? 2.
97050710_F05.txt.txt,"? ??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 5071/97 ????: ???? ????? ?' ??? ???? ?????? ?' ????? ??' ????? ?' ??????? ?????? : ???? ??? ??? ??? ????? ? : ????? ????? ????? ?? ??? ??? ??? ????? ?????? ???-????-??? ???? 10.7.97 ??.?."
97050710_F05.txt.txt,"32/97 ????? ?? ??? ???? ??????? ?' ???? ????? ??????: ?' ????? ????""? ( 09.12.97 ) ??? ?????? : ??""? ?????? ???? ??? ??????: ??""? ???? ???? ??? ???? ?????: ??' ???? ??? ? ? ? - ? ? ? ?????? ??? ?? ????? ????? ???? ??? ?????? ????? ????? ??????? ??????."
97035850_A08.txt.txt,"? ??? ????? ?????? ????? ???? ???? ???? ???? ??""? 3585/97 ????: ???? ????? ?' ??? ???? ????? ?' ????? ???? ?????? ?' ????? ????? : ????? ????????? ??? ?'?? ??? ??????? : 1."
97035850_A08.txt.txt,??? ?????? ?????? ?????? ????? ??????? 2.
96062360_B02.txt.txt,"? ??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 6236/96 - ?' ????: ???? ????? ????? ?' ???? ???? ?????? ?' ???????-??? ???? ????? ?' ?????? ?????? : ????? ????? ??? ??????? : 1."
96062360_B02.txt.txt,???? ??? 2.
96050100_A02.txt,"? ??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 5010/96 ????: ???? ????? ?' ??? ???? ????? ?' ???? ???? ????? ?' ??????? ?????? ? : ??? ?? ??""? ??? ??????? : 1."
96050100_A02.txt,"???? ???? ??""? (??????) 2."
97066990_L18.txt.txt,"? ??? ????? ?????? ????? ???? ???? ???? ???? ??""? 6699/97 ????: ???? ?????? ?' ????? ???? ?????? ?' ????? ???? ????? ?' ???? ?????: ??""? ???? ?????? ? ? ? ???????: 1."
97066990_L18.txt.txt,????? ?' ????? 2.
96010450_A04.txt.txt,"? ??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 1045/96 ????: ???? ????? ?' ??? ???? ????? ?' ????? ???? ????? ?' ?' ????? ?????? : ????? ???? ??? ??????? : 1."
96010450_A04.txt.txt,??? ???? 2.
95030200_E01.txt,"? ??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 3020/95 ????: ???? ????? ?' ??? ???? ?????? ?' ????? ???? ????? ?' ?????? ???????? : 1."
95030200_E01.txt,"???? ????????, ??? ????? ??????? 2."
97067780_B06.txt.txt,"? ??? ????? ?????? ????? ???? ???? ???? ???? ??""? 6778/97 ????: ???? ????? ????? ?' ???? ???? ????? ?' ???? ???? ?????? ?' ????? ????? : ?????? ??????? ????? ?????? ??? ??????? : 1."
97067780_B06.txt.txt,??? ?????? ???? 2.
97064650_A08.txt,"? ??? ????? ?????? ????? ???? ???? ???? ???? ??""? 6465/97 ????: ???? ????? ?' ??? ???? ?????? ?' ???????-??? ???? ????? ?' ??????? ????? : ????? ????? ??? ??????? : 1."
97064650_A08.txt,??????? ?????? ?? ???? ?????? ?????? 2.
98006980_B05.txt.txt,"? ??? ????? ?????? ??""? 698/98 ????: ???? ????? ????? ?' ???? ???? ????? ?' ??? ???? ????? ?' ????? ???????? : 1."
98006980_B05.txt.txt,??? ??? 2.
97062580_G02.txt.txt,"? ??? ????? ?????? ????? ???? ???? ???? ???? ??""? 6258/97 ????: ???? ????? ????? ?' ???? ???? ????? ?' ???? ???? ????? ?' ???? ????? : ???? ?????? ??? ????? : ?? ??????? ???? ?????? ???? ???-??? ????? ????? ???? 13 ??????? 1989 ?????? ??? ????? ????? ???? (?.?."
97062580_G02.txt.txt,"101/89, ????? ??-????)."
96069070_E09.txt.txt,"? ??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 6907/96 ?""? 7084/96 ????: ???? ????? ?' ??? ???? ?????? ?' ???????-??? ???? ????? ?' ?????? ??????? ??""? 6907/96: ???? ????? ? ? ? ??????? ??""? 6907/96: 1."
96069070_E09.txt.txt,???? ???? ??? 2.
96055040_B05.txt,"? ??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 5504/96 ????: ???? ????? ????? ?' ???? ???? ?????? ?' ????? ???? ????? ?' ????? ?????? : ???? ????? ??? ??????? : 1."
96055040_B05.txt,"??? ????? ????? ??' ????? ???? ?""? ??""? 2."
97010430.M03.txt,"?? ????? ?????? ????? ???? ???? ???? ???? ??""? 97 / 1043 ????: ???? ????? ????? ?' ???? ???? ????? ?' ???? ???? ????? ?' ????? ????? : ??-??? ???? ??? ????? : ???? ????? ??""? ?????? ???""? ??? ????? : ????? ??? ????? : ???????? ?????? ???-??? 1."
97010430.M03.txt,"????? ????? ???? 4.1.88, ???? ????? ????? ????, ?????? ???? ?????, ????? ?????? ????????? ???? ?? ????? ?????? ???""?, ??????? ??????? ?? ????? ????? ??????? ?""?, ????? ???? ?? ???? ????? ????? ?????? ????? ?? ????????, ????? ?????? ?? ???? ??? ????? ???? ????? ???? ??????? ??????."
97063150.G01.txt,"? ??? ????? ?????? ????? ???? ???? ???? ???? ??""? 6315/97 ????: ???? ????? ?' ??? ???? ????? ?' ???? ???? ????? ?' ????? ??????? : 1."
97063150.G01.txt,????? ???? 2.
97013560_A04.txt.txt,"? ??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 1356/97 ????: ???? ????? ?' ??? ???? ????? ?' ?????? ???? ????? ?' ???? ???????? : 1."
97013560_A04.txt.txt,"????? ????? ???? ??? ????? ???? ?""? 2."
98018670_S02.txt,"? ??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 1867/98 ????: ???? ????? ?' ???? ???? ????? ?' ????? ???? ????? ?' ????? ?????? : ???'? ???????? ??? ????? ? : ????? ????? ????? ?? ??? ??? ??? ????? ?????? ???-????-??? ???? 25.2.98 ??.?."
98018670_S02.txt,"225/97 ????? ?? ??? ???? ????? ???? ????? ??????: ?""? ????? ???""? (30.11.98) ??? ??????: ??""? ?? ????; ??""? ???? ??-???? ??? ??????: ??""? ???? ??????? ???-??? ????? ?' ?????: 1."
97030050_A07.txt,"? ??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 3005/97 ????: ???? ????? ?' ??? ???? ????? ?' ?????? ???? ????? ?' ????? ?????? ?? : 1."
97030050_A07.txt,??????? ?????? 2.
96032700_J07.txt,"???? ????? ?????? ???????? ?""? 96 / 3270 ????: ???? ?????? ?' ???????-??? ???? ????? ?' ????? ???? ?????? ?' ????? ??????: ??? ???? ? ? ? ??????: ""???"" - ????? ??????? ?????? ??""? ????? ?? ???-??? ??? ????? ?????? ???-????-??? ???? 1.4.96 ???? ?.?."
96032700_J07.txt,"1281/93 ?????? ?? ??? ???? ????? ?' ???? ????? ??????: ?""? ????? ???""? (6.5.97) ??? ??????: ??""? ?????, ??""? ??? ??? ??????: ??""? ???? ????? ???-??? ?????? ?' ???????-???: 1."
96014490_A02.txt,"??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 96 / 1449 ????: ???? ????? ?' ??? ???? ????? ?' ??? ???? ????? ?' ????? ?????? : ????? ????? ?????? ??? ????? ? : ????? ????? ????? ?? ??? ???? ?? ??? ????? ?????? ??""?-??? ???? 31.12.95 ??.?.?."
96014490_A02.txt,413/95 ????? ?? ??? ???? ????? ?.
97030480_A02.txt,"? ??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 3048/97 ????: ???? ????? ?' ??? ???? ????? ?' ????? ???? ?????? ?' ????? ?????? ? : ????? ????? ??""? ??? ??????? : 1."
97030480_A02.txt,?????? ?????? ?????? ?????? 2.
95046120_E02.txt.txt,"???? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 4612/95 ????: ???? ????? ?' ??? ???? ?????? ?' ???????-??? ???? ?????? ?' ????? ????????: 1."
95046120_E02.txt.txt,????? ?????? 2.
97011430_G03.txt.txt,"? ??? ????? ?????? ????? ???? ???? ???? ???? ??""? 1143/97 - ?' ????: ???? ????? ?' ???? ???? ?????? ?' ????? ??' ????? ?' ??????? ??????? : 1."
97011430_G03.txt.txt,???? ?? ?? 2.
97024280_E02.txt,"? ??? ????? ?????? ????? ???? ???? ???? ???? ??""? 2428/97 ????: ???? ????? ?' ??? ???? ????? ?' ???? ???? ????? ?' ????? ??????? : 1."
97024280_E02.txt,???? ?????? 2.
96087010_A03.txt,"? ??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 8701/96 ????: ???? ????? ?' ??? ???? ?????? ?' ????? ???? ????? ?' ????? ?????? ? : ????? ???? ?????? ????? ??""? ??? ????? ? : ????? ????? - ???? ?????? ??????? ????? ?? ??? ???? ?? ??? ????? ?????? ???????? ???? 20.10.96 ??.?."
96087010_A03.txt,"210/94, ????? ?? ??? ???? ????? ?' ?' ??-???? ????? ??????: ?""? ????? ????""? ( 09.06.98 ) ??? ?????? ?: ??""? ?????? ?? ?? ??? ????? ?: ??""? ???? ???-???????? ???-??? ????? ???? ????."
91019010_J01.txt,"???? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 1901/91 ?""? 1927/91 ????: ???? ?????? ?' ???????-??? ???? ????? ?' ?' ?? ???? ????? ?' ????? ???????: ????? ??? ?????? ??""? ?""? ?""? ??""? ?."
91019010_J01.txt,"??????? ? ? ? ??????: ???? ???? 51 ???? 7060 ??""? ?""? ?""? ??""? ?""? ?????? ???????? ????? ?? ??? ??? ??? ????? ?????? ???-????-??? ???? 19.3.91 ???? ????? ????? 192/88 ????? ?? ??? ???? ????? ?' ???? ????? ??????: ??' ???? ?' ???""? (25.2.97) ???-??? ?????? ?' ???????-???: ?????? ??? ??????? ?? ??? ??? ?????? ????? ??-??? ??? ????? ?????? ???-????-??? (????? ????? ?."
98043290_B02.txt,"? ??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 4329/98 ????: ???? ????? ????? ?' ???? ???? ?????? ?' ????? ???? ????? ?' ????? ?????? : ???? ???? ??? ????? ? : ????? ????? ????? ?? ??? ??? ??? ????? ?????? ???????? ???? 20.4.98 ??""? 114/98 ????? ?? ??? ???? ????? ?."
98043290_B02.txt,"????? ????? ??????: ?? ???? ???""? (31.12.98) ??? ?????? : ??""? ????? ??? ????? : ??""? ?'? ?? ??? ???? ?????: ???' ???? ??? ???-??? ?? ????? ?????? ???? ?????? ?????."
97034000_B04.txt,"??? ????? ?????? ????? ???? ???? ???? ???? ??""? 97 / 3400 ????: ???? ????? ????? ?' ???? ???? ????? ?' ???? ???? ?????? ?' ???????-??? ????? : ?? ???? ??? ??????? : 1."
97034000_B04.txt,????? ????? 2.
96069780_E12.txt.txt,"? ??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 6978/96 ?????? ????? ????: ???? ????? ?' ??? ???? ????? ????? ?' ???? ???? ????? ?' ??? ??????? ??????? ?????? ?????: ???? ??? (?????) ? ? ? ?????? ???????? ?????? ?????: ???? ????? ?????? ?? ???????? ????? ?? ??? ???? ?? ??? ????? ?????? ???? ??? ???? 2.8.96 ??""? 284/83 ????? ?? ??? ???? ????? ?' ?????? ??? ???????: ??""? ????? ?????? ??? ??????: ??""? ???? ?????? ???-??? ????? ?' ??? : 1."
96069780_E12.txt.txt,"??? ?????? ??? ????? ?????? ????? ???????, ???? 30.5.80, ????? ??? ?????? 100%."
97042320_E06.txt,"? ??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 4232/97 ????: ???? ????? ?' ??? ???? ?????? ?' ???????-??? ???? ????? ?' ?????? ???????? : 1."
97042320_E06.txt,???? ???? 2.
95058760_J02.txt.txt,"??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 95 / 5876 ????: ???? ?????? ?' ???????-??? ???? ?????? ?' ????? ???? ????? ?' ????? ????????: 1."
95058760_J02.txt.txt,????? ???? 2.
97024510_G01.txt.txt,"??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 2451/97 ????: ???? ????? ?' ???? ???? ?????? ?' ???????-??? ???? ?????? ?' ????? ?????? : ????? ??? ????? : ????? ?????? ?????? ????? ?? ???-??? ??? ????? ?????? ????? ???? 26.1.97 ???? ????? 17/96 ????? ?? ??? ???? ????? ?' ???? ?????? ???????: ?' ????? ???""? (13.5.97) ?' ????? ???""? (8.7.97) ??? ?????? : ??""? ???????? ?????'? ??? ????? : ??""? ????? ?????? ???-? ?? ????? ?' ????: ????? ?? ???-???? ?? ???-????? ?????? ?????, ??? ????? ?' ????."
97024510_G01.txt.txt,"???-????? ?????? ????? ?? ??? ?? ?????? ???-?????, ?????? ?? ??????? ?????? ???? ?????? ?????? ??????? ????? 13(7) ???? ????? ?????, ???""?1981-."
97011600_B03.txt.txt,"??? ????? ?????? ????? ???? ???? ???????? ??????? ?""? 1160/97 ??""? 1137/97 ????: ???? ????? ?' ??? ???? ????? ????? ?' ???? ???? ????? ?' ??? ?????? : ??? ???? ??? ??????? : 1."
97011600_B03.txt.txt,???? ??? ??? 2.
96092070_I09.txt,"???? ????? ?????? ??""? 9207/96 ????: ???? ????? ?' ???? ???? ?????? ?' ????? ???? ????? ?' ?' ????? ???????: 1."
96092070_I09.txt,????? ???? 2.
98006700_A06.txt,"? ??? ????? ?????? ????? ???? ???? ???? ???? ??""? 670/98 ????: ???? ????? ?' ??? ???? ?????? ?' ???????-??? ???? ?????? ?' ????? ????? : ????? ???? ??? ????? ? : ????? ???? ????? ???? ?? ?? ???? ????? ??????: ?""? ????? ????""? ( 30.03.99 ) ??? ????? : ????? ??? ????? ?: ??? ????? ???-??? ????????, ??? ?? ????? ???????."
98006700_A06.txt,?????? ???? ?????? ?????? ?.?.
97072240_E04.txt,"? ??? ????? ?????? ????? ???? ???? ???? ???? ??""? 7224/97 ????: ???? ????? ?' ??? ???? ????? ?' ??? ???? ????? ?' ?????? ??????? : 1."
97072240_E04.txt,???????? ?????? 2.
